Ref,Val,Package,PosX,PosY,Rot,Side
"U1","AS5048A","TSSOP-14_4.4x5mm_P0.65mm",-117.188000,-93.312000,-0.000000,bottom
"C1","10µF","C_0402_1005Metric",122.688000,-94.512000,270.000000,top
"C2","100nF","C_0402_1005Metric",121.188000,-92.012000,0.000000,top
"D1","LED (green)","LED_0402_1005Metric",112.313000,-90.787000,90.000000,top
"J1","Conn_01x06","JST_SH_SM06B-SRSS-TB_1x06-1MP_P1.00mm_Horizontal",117.188000,-97.512000,0.000000,top
"R5","4.7kΩ","R_0402_1005Metric",111.313000,-90.787000,270.000000,top
